producto_id,nombre,categoria_actual,subcategoria_actual,categoria_sugerida,subcategoria_sugerida,confianza,motivo,accion_recomendada
4292,Sufés Cheetos Sabor Maní 250 g Evercrisp,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4295,Papas Fritas Spicy Cheddar 180 g Inferno,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4297,Crunchis Maní 30 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4298,Papas Fritas Limón 180 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4299,Papas Fritas Tarro Original 130 g Kryzpo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4300,Papas Fritas Tarro Queso 130 g Kryzpo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4301,Papas Fritas Tarro Wavy Cheddar 110 g Kryzpo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4302,Papas Fritas Crema Cebolla 37 ML Kryzpo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4303,Papas Fritas Tarro Jalapeño 130 g Kryzpo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4304,Papas Fritas Caseras Hilo 200 g Primor,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4305,Papas Fritas Nativas Cebollita Dulce 150 g Tika,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4306,Papas Fritas Royal Setas Mozarella 150 g Tika,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4307,Papas Fritas Tarro Stax Original 134 g Lay's,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4308,Papas Fritas Artesanas Cebolla Y Pimienta 150 g Lay's,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4310,Papas Fritas Queso Crema Y Soya 180 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4312,Papas Fritas Caseras 42 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4314,Papas Fritas Tarro Stax Crema Y Cebolla 134 g Lay's,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4315,Papas Fritas Lay's Sabor Taco Mexicano,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4318,Mani Japones Marco Polo 200g,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4320,Papas Fritas Extra Wavy 200 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4321,Suflés Crunchis Maní 200 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4323,Papas Fritas Artesanas Caprese 150 g Lay's,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4326,Papas Fritas Caseras 200 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4333,Papas Fritas Rústicas Merkén 185 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4334,Papas Fritas Rústicas Aceto 185 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4335,Papas Fritas Rústicas Cebolla Caramelizada 185 g Marco Polo,Bebe,Alimentos Bebe,Desayuno y Snacks,Snacks,Alta,Snack/fruto seco detectado dentro de categoria Bebe,mover_categoria
4338,"Jugo De Manzana 1,3 L Lider",Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4339,Jugo Mandarina 1000 ml Bless,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4343,"Jugo De Mix Tropical 1,3 L Lider",Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4344,Jugo De Pera Botella 1 L Afe,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4346,Bebida Limón Pack Lata 6 Un Sprite,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4347,Bebida Limón Original Botella Retornable 3 L Sprite,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4348,Bebida Frutal Pack Lata 6 Un Bilz,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4349,Bebida Papaya Original Botella,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4350,Jugo Tomate 340 ml Campbells,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4351,Bebida Ginger Ale Pack Lata 6 Un Schweppes,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4352,Bebida Ginger Ale Pack Lata 6 Un Canada Dry,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4353,Bebida Sabor Papaya Botella,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4354,Néctar Lata Manzana 335 ml Jumex,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4355,Bebida Papaya Zero Botella,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4356,Bebida Original Botella 1500 ml Pepsi,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4357,Bebida Original Botella 3 L Pepsi,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4362,Jugo Manzana Botella 1 L Afe,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4363,Kombucha Cedrón 500 ml Kombuchacha,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4364,Bebida Energética Lata Guarana Gorilla 473 ml Score,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4365,Bebida Sabor Cola Original Pack 6 Lata 6 Un Pepsi,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4366,Bebida Frutal Original Botella 3 L Bilz,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4367,Bebida Zero Botella 600 ml Pepsi,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4368,Néctar De Manzana Caja 190 ml Vivo,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4371,Néctar Frugo Piña,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4372,Néctar Frugo Naranja,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4373,Néctar Frugo Maracuyá,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4374,Néctar Caja Piña 200 ml Del Valle,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4375,Jugo Colación Sabor Manzana Caja 200 ml Afe,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4376,Jugo Colación Sabor Pera Caja 200 ml Afe,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4377,"Bebida Isotonica Blue 1,5 L Hydroshock",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4378,Kombucha Orgánica Jengibre 500 ml Kombuchacha,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4379,Bebida Enérgetica Bubble Gum Lata 473 ml Score,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4380,Jugo Verde Tretra Pak 960 ml Jumex,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4381,Bebida Naranja Original Botella Retornable 2 L Fanta,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4382,Bebida Limón Original Botella Retornable 2 L Sprite,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4383,Bebida Light Pack Lata 6 Un Coca-Cola,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4384,Bebida Naranja Original Botella Retornable 3 L Fanta,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4385,Bebida Original Botella 3 L Inca Kola,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4386,Bebida Naranja Original Botella 591 ml Fanta,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4387,Bebida Limón Botella 3 L Limón Soda,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4388,Bebida Isotónica Cool Blue Botella 500 ml Gatorade,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4389,Bebida Zero Botella 3 L Pepsi,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4390,Néctar Tetra Pack Light Sabor Mango 1500 ml Watts,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4391,Bebida Zero Piña Botella 600 ml Kem,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4392,Bebida Piña Original Botella 600 cc Kem,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4393,Bebida Naranja Original Botella 600 cc Crush,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4394,Bebida Frutal Original Botella 600 cc Bilz,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4395,Agua Saborizada Pera Sin Gas Botella 600 ml Mas,Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4396,Agua Saborizada Piña Sin Gas Botella 600 ml Mas,Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4397,"Néctar Piña Botella 1,5 L Watts",Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4398,Jugo En Polvo Sabor Limón Dulce Sobre 15 g Zuko,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4399,"Néctar Durazno Botella 1,5 Lt Livean",Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4400,Jugo Naranja Mix 1.6 L Watts Selección,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4401,Agua Saborizada Manzana Botella 500 ml Benedictino,Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4402,Néctar Sabor Piña Caja 200 ml Soprole,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4403,Néctar Sabor Naranja Caja 200 ml Soprole,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4404,Néctar Sabor Durazno Caja 200 ml Soprole,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4405,Néctar Sabor Manzana Caja 200 ml Soprole,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4406,Jugo Pera Manzana Caja 200 ml Bless,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4407,Jugo Damasco Manzana Caja 200 g Bless,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4408,Bebida Energética Sabor Piña Ultra Gold Lata 473 ml Monster,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4409,Néctar Sabor Piña Lata 335 ml Jumex,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4410,Bebida Original Botella Retornable 2 L Coca-Cola,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4411,"Bebida Limón Original Botella 1,5 L Sprite",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4412,Bebida Original Botella Retornable 2 L Inca Kola,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4413,Bebida Original Botella Retornable 3 L Coca-Cola,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4414,"Bebida Energética Xtreme Botella 1,5 L Kem",Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4415,Bebida Piña Zero Botella 3 L Kem,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4416,Agua Mineral Con Gas Botella 600 ml Cachantun,Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4417,Agua Mineral Sin Gas Botella 600 ml Cachantun,Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4418,"Bebida Sabor Frutal Botella 1,5 L Bilz",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4419,"Bebida Naranja Original Botella 1,5 L Crush",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4420,"Bebida Piña Original Botella 1,5 L Kem",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4421,Bebida Naranja Zero Botella 1500 cc Crush,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4422,"Néctar Sabor Manzana Botella 1,5 L Livean",Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4423,Jugo Natural Naranja 1 L Watts,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4427,Jugo 100% De Naranja Don Simon,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4428,Bebida Energetica Mango Lata 473 ml Score,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4429,Bebida Energética Original Lata 473 ml Score,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4430,Néctar Sabor Coco Piña Lata 335 ml Jumex,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4431,Agua Saborizada Restore Tropical Botella 500 ml Vitamin Water,Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4432,"Bebida Naranja Original Botella Retornable 2,5 L Crush",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4433,"Agua Saborizada Manzana Sin Gas Botella 1,6 L Mas",Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4434,"Agua Saborizada Granada Sin Gas Botella 1,6 L Mas",Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4435,"Agua Saborizada Pera Sin Gas Botella 1,6 L Mas",Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4436,"Bebida Zero Botella 1,5 L Pepsi",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4437,Bebida Original Limón Botella 600 ml Limón Soda,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4438,Agua Mineral Light Gas Botella 600 ml Cachantun,Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4439,"Bebida Limón Botella 1,5 L Limón Soda",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4440,Néctar Selección Mango Maracuyá 1 L Watts,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4442,Jugo Natural Naranja Maracuya 1 L Bless,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4443,Jugo Naranja 100% Natural 1 L Bless,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4447,Bebida Hidratante Electrolit Sabor Blue Raspberry,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4448,Bebida Limón Zero Botella 3 L Limón Soda,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4450,"Bebida Piña Zero Botella 1,5 L Kem",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4451,"Agua Saborizada Limonada Jengibre Sin Gas Botella 1,5 L Benedictino",Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4452,"Agua Saborizada Pomelo Menta Sin Gas Botella 1,5 L Benedictino",Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4454,Bebida Limonada Pink 475 Cc Botella 475 cc Love Lemon,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4456,Jugo Rrfrigerado Manzana Mango Piña Orgánico Botella 1 Ama Time,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4459,Bebida Hidratante Frutilla Botella 625 ml Electrolit,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4460,"Bebida Light Botella 2,5 L Coca-Cola",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4461,"Bebida Light Botella 1,5 L Coca-Cola",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4462,"Bebida Limón Zero Botella 1,5 L Limón Soda",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4463,Pepsi Botella Zero 2500 ml Pepsi zero,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4464,"Bebida Ginger Ale Original Botella 1,5 L Canada Dry",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4465,Bebida Isotónica Rojo Botella 850 cc Powerade,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4466,Bebida Isotónica Naranja Botella 850 ml Powerade,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4467,Bebida Isotónica Sabor Frutilla 625 ml Fastlyte,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4468,Bebida Isotónica Sabor Sandia 625 ml Fastlyte,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4469,Bebida Isotónica Blue Botella 500 ml Isopro,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4470,Bebida Isotónica Red Botella 500 ml Isopro,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4471,Bebida Energética Original Botella 720 ml Mr. Big,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4472,Bebida Hidratante Arándano-pomelo Botella 1 L Suerox,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4473,Bebida Energética Original Lata 250 ml Red Bull,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4474,Bebida Energética Drink Pack 4 Latas 250 ml Red Bull,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4475,"Bebida Ginger Ale Zero Botella 1,5 L Canada Dry",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4476,"Bebida Ginger Ale Light Botella 1,5 L Canada Dry",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4477,Jugo En Polvo Sabor Durazno Sobre 20 g Sprim,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4478,Jugo En Polvo Frambuesa Sobre 20 g Sprim,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4479,Jugo En Polvo Melón Tuna Sobre 20 g Sprim,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4480,Jugo En Polvo Go Blue Sobre 60 g Zuko,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4481,Jugo En Polvo Light Blue Sobre 8 g Go!,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4482,"Agua Purificada Sin Gas Botella 2,5 L Bendictino",Bebe,Alimentos Bebe,Bebidas,Aguas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4483,Bebida Isotónica Frozen Blast Botella 600 ml Powerade,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4484,Bebida Isotónica Frozen Blast Zero Botella 600 ml Powerade,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4485,"Bebida Isotónica Zero Frozen Blast 1,1 L Powerade",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4486,"Bebida Isotónica Zero Lima Limón 1,1 L Powerade",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4487,Bebida Isotónica 630 ml Suerox,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4488,Bebida Energética The Yellow Pack 4 Un Lata 250 ml Red Bull,Bebe,Alimentos Bebe,Bebidas,Bebidas Energeticas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4490,Bebida Original Botella 2 L Coca-Cola,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4491,"Bebida Naranja Botella 2,5 L Fanta",Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4492,Bebida Botella Sabor Original Limón 591 ml Sprite,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4493,Bebida Limón Original Botella 3 L Seven Up,Bebe,Alimentos Bebe,Bebidas,Bebidas,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
4494,Jugo En Polvo Go Para Deportistas Sabor Naranja Sobre 60 g Zuko,Bebe,Alimentos Bebe,Bebidas,Jugos,Alta,Bebida detectada dentro de categoria Bebe,mover_categoria
